experiment_accession	experiment_title	organism_name	instrument	submitter	study_accession	study_title	sample_accession	sample_title	total_size_mb	total_runs	total_spots	total_bases	library_name	library_strategy	library_source	library_selection	bioproject	publication_url	publication_doi	publication_title	excluded	exclusion_criteria	oligo_dt_annotated	blood_meal_hour	sex.x	contam	pool_size	tissue.x	source	run_accession	experiment_desc	organism_taxid	library_layout	instrument_model	instrument_model_desc	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	aws_url	aws_free_egress	aws_access_type	public_url	ncbi_url	ncbi_free_egress	ncbi_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	isolate	breed	host	isolation_source	collection_date	geo_loc_name	tissue.y	dev_stage	sex.y	biosamplemodel	age	analysis_type	data_type	gssr_id	library_type	lsid	material_type	product_order	product_part_number	project	research_project	root_sample_id	sample_id	work_request	rna isolation method	collection date	strain	specific host	"geographic location (country and/or sea, region)"	analyte type	isolation-source	rna isolation	sample_type	tissue_type	label	id	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRX20863283	RNAseq of Amblyomma americanum: E coli treatment (3h_3)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144215	NA	2028.27	1	21399940	6419982000	Ecoli_3h_3	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110254	RNAseq of Amblyomma americanum: E coli treatment (3h_3)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2126800450	21399940	6419982000	Ecoli_3h_3_1.fq.gz	SRR25110254.lite	1645870642	2023-07-07T08:47:16Z	c7c962bc1f7687a511e36bf3155eae4a	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110254/SRR25110254.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110254/SRR25110254.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110254/SRR25110254.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110254/SRR25110254.lite.1	gs.US	gcp identity	NA	Whole body	E_3h_3	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/054/SRR25110254/SRR25110254_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/054/SRR25110254/SRR25110254_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/054/SRR25110254/SRR25110254_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/054/SRR25110254/SRR25110254_2.fastq.gz
SRX20863282	RNAseq of Amblyomma americanum: PBS treatment (12h_2)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144213	NA	2065.68	1	22154607	6646382100	PBS_12h_2	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110255	RNAseq of Amblyomma americanum: PBS treatment (12h_2)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2166027022	22154607	6646382100	PBS_12h_2_1.fq.gz	SRR25110255.lite	1711695026	2023-07-07T08:48:22Z	a91b1b9e992535935055f017dea072b8	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110255/SRR25110255.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110255/SRR25110255.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110255/SRR25110255.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110255/SRR25110255.lite.1	gs.US	gcp identity	NA	Whole body	PBS_12_2	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/055/SRR25110255/SRR25110255_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/055/SRR25110255/SRR25110255_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/055/SRR25110255/SRR25110255_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/055/SRR25110255/SRR25110255_2.fastq.gz
SRX20863281	RNAseq of Amblyomma americanum: PBS treatment (12h_1)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144212	NA	2269.57	1	23986428	7195928400	PBS_12h_1	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110256	RNAseq of Amblyomma americanum: PBS treatment (12h_1)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2379814104	23986428	7195928400	PBS_12h_1_1.fq.gz	SRR25110256.lite	1847196456	2023-07-07T08:47:05Z	647fcfe5f4156c06da1eb3dbae1b292f	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110256/SRR25110256.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110256/SRR25110256.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110256/SRR25110256.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110256/SRR25110256.lite.1	gs.US	gcp identity	NA	Whole body	PBS_12_1	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/056/SRR25110256/SRR25110256_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/056/SRR25110256/SRR25110256_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/056/SRR25110256/SRR25110256_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/056/SRR25110256/SRR25110256_2.fastq.gz
SRX20863280	RNAseq of Amblyomma americanum: PBS treatment (6h_3)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144211	NA	2238.11	1	23854301	7156290300	PBS_6h_3	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110257	RNAseq of Amblyomma americanum: PBS treatment (6h_3)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2346830520	23854301	7156290300	PBS_6h_3_1.fq.gz	SRR25110257.lite	1838871800	2023-07-07T08:47:15Z	42ee6f446efb949f76894f57f851b4cd	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110257/SRR25110257.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110257/SRR25110257.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110257/SRR25110257.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110257/SRR25110257.lite.1	gs.US	gcp identity	NA	Whole body	PBS_6_3	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/057/SRR25110257/SRR25110257_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/057/SRR25110257/SRR25110257_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/057/SRR25110257/SRR25110257_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/057/SRR25110257/SRR25110257_2.fastq.gz
SRX20863279	RNAseq of Amblyomma americanum: PBS treatment (6h_2)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144208	NA	2092.51	1	21977628	6593288400	PBS_6h_2	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110258	RNAseq of Amblyomma americanum: PBS treatment (6h_2)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2194156647	21977628	6593288400	PBS_6h_2_1.fq.gz	SRR25110258.lite	1693436882	2023-07-07T08:47:14Z	0dfa398601e053b83a8a774cd5a5c1db	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110258/SRR25110258.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110258/SRR25110258.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110258/SRR25110258.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110258/SRR25110258.lite.1	gs.US	gcp identity	NA	Whole body	PBS_6_2	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/058/SRR25110258/SRR25110258_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/058/SRR25110258/SRR25110258_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/058/SRR25110258/SRR25110258_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/058/SRR25110258/SRR25110258_2.fastq.gz
SRX20863278	RNAseq of Amblyomma americanum: PBS treatment (6h_1)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144210	NA	2191.81	1	23406199	7021859700	PBS_6h_1	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110259	RNAseq of Amblyomma americanum: PBS treatment (6h_1)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2298274705	23406199	7021859700	PBS_6h_1_1.fq.gz	SRR25110259.lite	1799808695	2023-07-07T08:47:15Z	1181a69029639c114c57904eabf50d59	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110259/SRR25110259.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110259/SRR25110259.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110259/SRR25110259.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110259/SRR25110259.lite.1	gs.US	gcp identity	NA	Whole body	PBS_6_1	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/059/SRR25110259/SRR25110259_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/059/SRR25110259/SRR25110259_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/059/SRR25110259/SRR25110259_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/059/SRR25110259/SRR25110259_2.fastq.gz
SRX20863277	RNAseq of Amblyomma americanum: PBS treatment (3h_3)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144209	NA	2295.24	1	24168405	7250521500	PBS_3h_3	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110260	RNAseq of Amblyomma americanum: PBS treatment (3h_3)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2406731542	24168405	7250521500	PBS_3h_3_1.fq.gz	SRR25110260.lite	1862778086	2023-07-07T08:47:21Z	a7a570a68abd835cc57e8a42ab742a3d	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110260/SRR25110260.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110260/SRR25110260.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110260/SRR25110260.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110260/SRR25110260.lite.1	gs.US	gcp identity	NA	Whole body	PBS_3_3	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/060/SRR25110260/SRR25110260_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/060/SRR25110260/SRR25110260_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/060/SRR25110260/SRR25110260_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/060/SRR25110260/SRR25110260_2.fastq.gz
SRX20863276	RNAseq of Amblyomma americanum: PBS treatment (3h_2)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144207	NA	2374.91	1	24928210	7478463000	PBS_3h_2	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110261	RNAseq of Amblyomma americanum: PBS treatment (3h_2)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2490273610	24928210	7478463000	PBS_3h_2_1.fq.gz	SRR25110261.lite	1919882420	2023-07-07T08:48:09Z	27fa3a014272332140f551b5506c0ef8	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110261/SRR25110261.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110261/SRR25110261.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110261/SRR25110261.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110261/SRR25110261.lite.1	gs.US	gcp identity	NA	Whole body	PBS_3_2	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/061/SRR25110261/SRR25110261_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/061/SRR25110261/SRR25110261_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/061/SRR25110261/SRR25110261_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/061/SRR25110261/SRR25110261_2.fastq.gz
SRX20863275	RNAseq of Amblyomma americanum: PBS treatment (3h_1)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144205	NA	2293.1	1	47691267	7153690050	PBS_3h_1	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110262	RNAseq of Amblyomma americanum: PBS treatment (3h_1)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2404494492	47691267	7153690050	PBS_3h_1_1.fq.gz	SRR25110262.lite	1881188201	2023-07-07T08:47:08Z	48923bb7e78615c14e0580305187c050	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110262/SRR25110262.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110262/SRR25110262.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110262/SRR25110262.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110262/SRR25110262.lite.1	gs.US	gcp identity	NA	Whole body	PBS_3_1	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/062/SRR25110262/SRR25110262.fastq.gz	NA	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/062/SRR25110262/SRR25110262.fastq.gz	NA
SRX20863274	RNAseq of Amblyomma americanum: E coli treatment (24h_3)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144206	NA	2142.26	1	22707342	6812202600	Ecoli_24h_3	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110263	RNAseq of Amblyomma americanum: E coli treatment (24h_3)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2246325661	22707342	6812202600	Ecoli_24h_3_1.fq.gz	SRR25110263.lite	1745802386	2023-07-07T08:47:20Z	3647a49ec656e9d7be640cae827080cb	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110263/SRR25110263.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110263/SRR25110263.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110263/SRR25110263.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110263/SRR25110263.lite.1	gs.US	gcp identity	NA	Whole body	E_24h_3	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/063/SRR25110263/SRR25110263_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/063/SRR25110263/SRR25110263_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/063/SRR25110263/SRR25110263_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/063/SRR25110263/SRR25110263_2.fastq.gz
SRX20863273	RNAseq of Amblyomma americanum: E coli treatment (24h_2)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144204	NA	2264.46	1	24123532	7237059600	Ecoli_24h_2	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110264	RNAseq of Amblyomma americanum: E coli treatment (24h_2)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2374454058	24123532	7237059600	Ecoli_24h_2_1.fq.gz	SRR25110264.lite	1854221691	2023-07-07T08:47:15Z	2dc99863a8283be49609a1eee58c1b50	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110264/SRR25110264.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110264/SRR25110264.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110264/SRR25110264.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110264/SRR25110264.lite.1	gs.US	gcp identity	NA	Whole body	E_24h_2	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/064/SRR25110264/SRR25110264_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/064/SRR25110264/SRR25110264_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/064/SRR25110264/SRR25110264_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/064/SRR25110264/SRR25110264_2.fastq.gz
SRX20863272	RNAseq of Amblyomma americanum: E coli treatment (3h_2)	Amblyomma americanum	Illumina HiSeq 2000	university of missouri	SRP446981	Amblyomma americanum RNA-seq following E. coli treatment	SRS18144202	NA	2048.56	1	21902582	6570774600	Ecoli_3h_2	RNA-Seq	TRANSCRIPTOMIC	PCR	PRJNA982785	https://www.frontiersin.org/articles/10.3389/fcimb.2023.1236785/full	https://doi.org/10.3389/fcimb.2023.1236785	Integrative analysis highlights molecular and immune responses of tick Amblyomma americanum to Escherichia coli challenge	keep	NA	oligo_dt	0	female	ecoli	3	whole	Boehringer Ingelheim Vetmedica Inc	SRR25110265	RNAseq of Amblyomma americanum: E coli treatment (3h_2)	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	2148066151	21902582	6570774600	Ecoli_3h_2_1.fq.gz	SRR25110265.lite	1687777417	2023-07-07T08:48:38Z	f9f4800cd8808a064af8c38970a3c670	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR25110265/SRR25110265.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110265/SRR25110265.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR025/25110/SRR25110265/SRR25110265.lite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR25110265/SRR25110265.lite.1	gs.US	gcp identity	NA	Whole body	E_3h_2	not applicable	NA	2022-12	not applicable	Whole body	NA	NA	Invertebrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/065/SRR25110265/SRR25110265_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/065/SRR25110265/SRR25110265_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/065/SRR25110265/SRR25110265_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR251/065/SRR25110265/SRR25110265_2.fastq.gz
